,Eruption Number,dt,year
819,15347,1974-02-04,1974
820,20024,1974-02-11,1974
821,14946,1974-02-14,1974
822,19739,1974-02-19,1974
823,15572,1974-02-26,1974
824,18241,1974-02-28,1974
825,18034,1974-03-01,1974
826,14927,1974-03-04,1974
827,20139,1974-03-12,1974
828,16202,1974-03-12,1974
829,19459,1974-04-08,1974
830,16977,1974-06-03,1974
831,16141,1974-06-15,1974
832,11371,1974-07-02,1974
833,20236,1974-07-15,1974
834,10110,1974-07-19,1974
835,17546,1974-07-28,1974
836,20140,1974-09-01,1974
837,12463,1974-09-05,1974
838,14486,1974-09-08,1974
839,11174,1974-09-11,1974
840,10111,1974-09-19,1974
841,13801,1974-09-29,1974
842,10727,1974-10-10,1974
843,14974,1974-10-17,1974
844,15162,1974-11-12,1974
845,17598,1974-12-24,1974
846,14947,1974-12-30,1974
847,10112,1974-12-31,1974
848,15468,1975-01-16,1975
849,14603,1975-02-12,1975
850,13803,1975-02-24,1975
851,15310,1975-03-06,1975
852,16142,1975-03-16,1975
853,15611,1975-03-27,1975
854,14641,1975-04-24,1975
855,10928,1975-05-16,1975
856,10728,1975-05-28,1975
857,19323,1975-06-28,1975
858,13201,1975-07-02,1975
859,10225,1975-07-05,1975
860,15163,1975-08-16,1975
861,18424,1975-08-25,1975
862,20141,1975-09-13,1975
863,20085,1975-09-13,1975
864,18371,1975-10-02,1975
865,17337,1975-10-16,1975
866,14642,1975-10-17,1975
867,14365,1975-11-04,1975
868,16455,1975-11-16,1975
869,10113,1975-11-29,1975
870,10469,1975-12-11,1975
871,12948,1975-12-20,1975
872,20922,1976-01-01,1976
873,14964,1976-01-02,1976
874,11445,1976-01-04,1976
875,15226,1976-01-15,1976
876,18413,1976-01-16,1976
877,20086,1976-01-16,1976
878,20272,1976-01-22,1976
879,17842,1976-03-02,1976
880,14643,1976-03-06,1976
881,10881,1976-03-09,1976
882,19350,1976-03-25,1976
883,16978,1976-04-02,1976
884,15311,1976-05-01,1976
885,16143,1976-06-07,1976
886,11175,1976-06-21,1976
887,12368,1976-07-08,1976
888,14604,1976-08-23,1976
889,15164,1976-08-24,1976
890,10882,1976-08-29,1976
891,16859,1976-09-03,1976
892,14644,1976-09-12,1976
893,16528,1976-09-15,1976
894,18816,1976-09-23,1976
895,20025,1976-10-15,1976
896,14366,1976-11-02,1976
897,10929,1976-11-03,1976
898,10862,1976-12-02,1976
899,14487,1976-12-18,1976
900,14068,1976-12-23,1976
901,14101,1977-01-10,1977
902,12464,1977-01-14,1977
903,15278,1977-01-20,1977
904,12166,1977-01-26,1977
905,15165,1977-02-22,1977
906,11231,1977-03-03,1977
907,10729,1977-03-03,1977
908,19780,1977-03-06,1977
909,11339,1977-03-19,1977
910,11669,1977-03-23,1977
911,14367,1977-03-24,1977
912,19351,1977-03-25,1977
913,20206,1977-03-30,1977
914,11065,1977-04-04,1977
915,14203,1977-04-05,1977
916,17338,1977-04-11,1977
917,15227,1977-04-13,1977
918,14704,1977-04-16,1977
919,12949,1977-04-27,1977
920,11176,1977-05-16,1977
921,16144,1977-06-09,1977
922,14605,1977-07-04,1977
923,14645,1977-07-16,1977
924,15166,1977-07-17,1977
925,19460,1977-08-02,1977
926,18601,1977-08-07,1977
927,15279,1977-08-16,1977
928,10730,1977-09-11,1977
929,10114,1977-09-13,1977
930,16860,1977-10-03,1977
931,10883,1977-10-16,1977
932,14705,1977-10-17,1977
933,14368,1977-10-24,1977
934,12465,1977-11-11,1977
935,16470,1977-11-16,1977
936,17937,1977-12-07,1977
937,10315,1977-12-10,1977
938,10460,1977-12-16,1977
939,11177,1977-12-18,1977
940,16878,1978-01-06,1978
941,16145,1978-01-16,1978
942,20044,1978-02-04,1978
943,20087,1978-02-08,1978
944,14706,1978-02-16,1978
945,16529,1978-02-22,1978
946,14525,1978-02-23,1978
947,16805,1978-03-07,1978
948,11066,1978-03-30,1978
949,13804,1978-04-29,1978
950,15053,1978-05-07,1978
951,18631,1978-05-14,1978
952,12321,1978-06-16,1978
953,15167,1978-06-21,1978
954,16734,1978-06-27,1978
955,15612,1978-07-10,1978
956,18742,1978-07-20,1978
957,16764,1978-07-29,1978
958,11670,1978-08-08,1978
959,19352,1978-09-08,1978
960,11178,1978-09-22,1978
961,20027,1978-09-25,1978
962,13946,1978-11-07,1978
963,15312,1978-11-22,1978
964,18414,1978-12-11,1978
965,18632,1978-12-12,1978
966,14948,1979-01-12,1979
967,15280,1979-01-26,1979
968,11728,1979-01-29,1979
969,19353,1979-02-11,1979
970,20088,1979-02-16,1979
971,14707,1979-02-16,1979
972,17161,1979-02-16,1979
973,15786,1979-02-20,1979
974,12322,1979-03-08,1979
975,12300,1979-03-08,1979
976,12455,1979-04-13,1979
977,12189,1979-04-14,1979
978,18828,1979-04-16,1979
979,14765,1979-05-10,1979
980,14776,1979-05-14,1979
981,14369,1979-05-28,1979
982,16530,1979-05-31,1979
983,17339,1979-06-05,1979
984,15281,1979-06-06,1979
985,14646,1979-06-30,1979
986,15392,1979-07-02,1979
987,15313,1979-07-02,1979
988,15095,1979-07-02,1979
989,13805,1979-07-03,1979
990,15613,1979-07-15,1979
991,13806,1979-07-16,1979
992,11179,1979-09-08,1979
993,19354,1979-09-18,1979
994,10316,1979-09-30,1979
995,12065,1979-10-15,1979
996,17457,1979-10-28,1979
997,11712,1979-11-13,1979
998,10115,1979-11-16,1979
999,16765,1979-12-27,1979
1000,20561,1980-01-10,1980
1001,14647,1980-01-15,1980
1002,14708,1980-01-16,1980
1003,14069,1980-01-30,1980
1004,10317,1980-02-12,1980
1005,10116,1980-03-11,1980
1006,18415,1980-03-13,1980
1007,15614,1980-03-15,1980
1008,12950,1980-03-16,1980
1009,16531,1980-03-24,1980
1010,20557,1980-03-27,1980
1011,15469,1980-03-29,1980
1012,15314,1980-04-15,1980
1013,19355,1980-04-18,1980
1014,19988,1980-05-01,1980
1015,15282,1980-05-16,1980
1016,18832,1980-05-24,1980
1017,16056,1980-06-05,1980
1018,19024,1980-06-15,1980
1019,12167,1980-06-20,1980
1020,15228,1980-07-02,1980
1021,20028,1980-07-03,1980
1022,20142,1980-07-06,1980
1023,13807,1980-07-08,1980
1024,19685,1980-08-07,1980
1025,16735,1980-08-08,1980
1026,12751,1980-08-17,1980
1027,19356,1980-08-21,1980
1028,19580,1980-08-23,1980
1029,16667,1980-09-04,1980
1030,11180,1980-09-12,1980
1031,14413,1980-09-16,1980
1032,17340,1980-09-24,1980
1033,16979,1980-09-28,1980
1034,15054,1980-10-06,1980
1035,15168,1980-10-07,1980
1036,11997,1980-10-16,1980
1037,14648,1980-10-18,1980
1038,16270,1980-11-05,1980
1039,20143,1980-11-08,1980
1040,10318,1980-11-10,1980
1041,11181,1980-12-26,1980
1042,19461,1981-01-25,1981
1043,13808,1981-01-26,1981
1044,12951,1981-01-30,1981
1045,14370,1981-02-03,1981
1046,10930,1981-02-16,1981
1047,15283,1981-02-20,1981
1048,18633,1981-02-27,1981
1049,16593,1981-03-04,1981
1050,11182,1981-03-16,1981
1051,13809,1981-03-17,1981
1052,19848,1981-03-24,1981
1053,20144,1981-03-30,1981
1054,12752,1981-04-09,1981
1055,16766,1981-04-09,1981
1056,15615,1981-04-24,1981
1057,18887,1981-04-27,1981
1058,18515,1981-05-15,1981
1059,14526,1981-05-16,1981
1060,18743,1981-06-10,1981
1061,19360,1981-06-12,1981
1062,17341,1981-06-15,1981
1063,15787,1981-07-02,1981
1064,15229,1981-07-09,1981
1065,11671,1981-08-01,1981
1066,11491,1981-08-31,1981
1067,20145,1981-09-25,1981
1068,14649,1981-10-25,1981
1069,12952,1981-11-18,1981
1070,10931,1981-11-25,1981
1071,18888,1981-11-25,1981
1072,13810,1981-11-26,1981
1073,14070,1981-12-25,1981
1074,11067,1982-01-15,1982
1075,19686,1982-01-15,1982
1076,10319,1982-03-01,1982
1077,18416,1982-03-09,1982
1078,15470,1982-03-10,1982
1079,10299,1982-03-16,1982
1080,19463,1982-03-24,1982
1081,10610,1982-03-28,1982
1082,18889,1982-03-29,1982
1083,15721,1982-04-05,1982
1084,15170,1982-04-07,1982
1085,15230,1982-04-18,1982
1086,17805,1982-04-26,1982
1087,10117,1982-04-30,1982
1088,14709,1982-05-16,1982
1089,14104,1982-06-21,1982
1090,20718,1982-07-02,1982
1091,16532,1982-07-02,1982
1092,16146,1982-07-18,1982
1093,16428,1982-08-26,1982
1094,11690,1982-08-28,1982
1095,10118,1982-09-25,1982
1096,17806,1982-10-02,1982
1097,20029,1982-10-05,1982
1098,19464,1982-10-07,1982
1099,14132,1982-10-16,1982
1100,15315,1982-10-24,1982
1101,17843,1982-10-26,1982
1102,16322,1982-11-17,1982
1103,18785,1982-11-22,1982
1104,18417,1982-11-28,1982
1105,15471,1982-12-16,1982
1106,14023,1983-01-01,1983
1107,10119,1983-01-03,1983
1108,11099,1983-02-06,1983
1109,10320,1983-03-14,1983
1110,11068,1983-03-16,1983
1111,13811,1983-03-28,1983
1112,17807,1983-04-08,1983
1113,17547,1983-04-14,1983
1114,16323,1983-05-11,1983
1115,16533,1983-05-16,1983
1116,12838,1983-05-28,1983
1117,20167,1983-06-02,1983
1118,16767,1983-06-25,1983
1119,15284,1983-07-02,1983
1120,15472,1983-07-02,1983
1121,19849,1983-07-08,1983
1122,20147,1983-07-11,1983
1123,10300,1983-07-12,1983
1124,17342,1983-07-16,1983
1125,16423,1983-07-18,1983
1126,17844,1983-07-26,1983
1127,16668,1983-08-09,1983
1128,16348,1983-08-17,1983
1129,15683,1983-09-14,1983
1130,18272,1983-10-03,1983
1131,12168,1983-10-14,1983
1132,10321,1983-10-27,1983
1133,15055,1983-11-06,1983
1134,20148,1983-11-11,1983
1135,14371,1983-12-04,1983
1136,10301,1983-12-18,1983
1137,16058,1983-12-21,1983
1138,14489,1983-12-26,1983
1139,15722,1984-01-09,1984
1140,19361,1984-02-05,1984
1141,14071,1984-02-23,1984
1142,14770,1984-03-01,1984
1143,18374,1984-03-08,1984
1144,19465,1984-03-10,1984
1145,19581,1984-03-17,1984
1146,10226,1984-03-25,1984
1147,11672,1984-03-30,1984
1148,11100,1984-03-31,1984
1149,14650,1984-04-02,1984
1150,17343,1984-04-13,1984
1151,12066,1984-04-20,1984
1152,13812,1984-04-28,1984
1153,18700,1984-05-01,1984
1154,16271,1984-05-09,1984
1155,16059,1984-05-12,1984
1156,16429,1984-05-24,1984
1157,15202,1984-06-03,1984
1158,15285,1984-07-02,1984
1159,19808,1984-07-12,1984
1160,13813,1984-07-20,1984
1161,19025,1984-08-04,1984
1162,12169,1984-08-11,1984
1163,15056,1984-08-23,1984
1164,12953,1984-09-04,1984
1165,16806,1984-09-09,1984
1166,16938,1984-10-16,1984
1167,14651,1984-10-25,1984
1168,15474,1984-11-15,1984
1169,20168,1984-11-29,1984
1170,11863,1984-12-16,1984
1171,11069,1984-12-16,1984
1172,11289,1984-12-22,1984
1173,15057,1984-12-30,1984
1174,12972,1985-01-06,1985
1175,10302,1985-01-10,1985
1176,14405,1985-01-14,1985
1177,16272,1985-02-03,1985
1178,13814,1985-03-08,1985
1179,16736,1985-03-13,1985
1180,14798,1985-03-21,1985
1181,11492,1985-05-16,1985
1182,16430,1985-05-19,1985
1183,14652,1985-05-21,1985
1184,19582,1985-05-26,1985
1185,19362,1985-06-12,1985
1186,14372,1985-06-14,1985
1187,18659,1985-06-19,1985
1188,11774,1985-07-02,1985
1189,10470,1985-07-02,1985
1190,16251,1985-07-30,1985
1191,19466,1985-08-16,1985
1192,16147,1985-08-23,1985
1193,11290,1985-09-11,1985
1194,11101,1985-09-16,1985
1195,16939,1985-09-16,1985
1196,16737,1985-10-05,1985
1197,14653,1985-11-15,1985
1198,10863,1985-11-16,1985
1199,15058,1985-11-17,1985
1200,11070,1985-12-02,1985
1201,15171,1985-12-09,1985
1202,13815,1985-12-19,1985
1203,17600,1986-01-18,1986
1204,11898,1986-01-20,1986
1205,14490,1986-02-01,1986
1206,14654,1986-02-08,1986
1207,10621,1986-02-16,1986
1208,13816,1986-03-16,1986
1209,20030,1986-03-18,1986
1210,20090,1986-03-19,1986
1211,16457,1986-03-22,1986
1212,19363,1986-03-26,1986
1213,20262,1986-03-27,1986
1214,19583,1986-03-28,1986
1215,20149,1986-04-16,1986
1216,19810,1986-04-28,1986
1217,10322,1986-05-16,1986
1218,18890,1986-05-25,1986
1219,16324,1986-05-28,1986
1220,16738,1986-06-03,1986
1221,19467,1986-06-08,1986
1222,14675,1986-06-15,1986
1223,14710,1986-06-16,1986
1224,15375,1986-07-02,1986
1225,20711,1986-07-02,1986
1226,15414,1986-07-05,1986
1227,15172,1986-07-05,1986
1228,14073,1986-07-16,1986
1229,15788,1986-08-06,1986
1230,20719,1986-08-16,1986
1231,18817,1986-09-01,1986
1232,11864,1986-09-14,1986
1233,15917,1986-10-10,1986
1234,18829,1986-10-11,1986
1235,13817,1986-10-30,1986
1236,15286,1986-11-13,1986
1237,18242,1986-11-15,1986
1238,18854,1986-11-18,1986
1239,19850,1986-11-18,1986
1240,19468,1986-11-27,1986
1241,19364,1986-12-05,1986
1242,11747,1986-12-16,1986
1243,11102,1986-12-31,1986
1244,10731,1987-01-05,1987
1245,15475,1987-01-15,1987
1246,20031,1987-01-31,1987
1247,11030,1987-02-15,1987
1248,19990,1987-03-02,1987
1249,19762,1987-03-04,1987
1250,13818,1987-03-08,1987
1251,20155,1987-03-10,1987
1252,20169,1987-03-19,1987
1253,16739,1987-03-30,1987
1254,11103,1987-04-01,1987
1255,16594,1987-04-13,1987
1256,19673,1987-04-13,1987
1257,17548,1987-04-25,1987
1258,16148,1987-05-16,1987
1259,10323,1987-06-04,1987
1260,11183,1987-06-16,1987
1261,19811,1987-06-19,1987
1262,10471,1987-07-02,1987
1263,17602,1987-07-14,1987
1264,14655,1987-08-24,1987
1265,19687,1987-09-04,1987
1266,19788,1987-09-04,1987
1267,18516,1987-09-04,1987
1268,16325,1987-10-02,1987
1269,18874,1987-10-14,1987
1270,18243,1987-11-16,1987
1271,10932,1987-11-16,1987
1272,11865,1987-11-16,1987
1273,11899,1987-11-28,1987
1274,16254,1987-12-28,1987
1275,14074,1987-12-30,1987
1276,18701,1988-01-05,1988
1277,16940,1988-01-16,1988
1278,16996,1988-01-18,1988
1279,16669,1988-02-12,1988
1280,15287,1988-02-12,1988
1281,15616,1988-02-14,1988
1282,16768,1988-02-20,1988
1283,14656,1988-03-20,1988
1284,20032,1988-03-26,1988
1285,16458,1988-04-21,1988
1286,16420,1988-05-09,1988
1287,17344,1988-05-26,1988
1288,14732,1988-06-01,1988
1289,11071,1988-06-16,1988
1290,16740,1988-06-21,1988
1291,11749,1988-06-22,1988
1292,10340,1988-07-02,1988
1293,15762,1988-07-12,1988
1294,16689,1988-07-29,1988
1295,18518,1988-08-24,1988
1296,14711,1988-09-08,1988
1297,11673,1988-09-14,1988
1298,13819,1988-10-02,1988
1299,19584,1988-12-07,1988
1300,14657,1988-12-08,1988
1301,18660,1988-12-10,1988
1302,12016,1988-12-25,1988
1303,12466,1988-12-29,1988
1304,15059,1989-01-01,1989
1305,18818,1989-01-13,1989
1306,22332,1989-01-30,1989
1307,18875,1989-02-02,1989
1308,11372,1989-02-19,1989
1309,11031,1989-02-20,1989
1310,20033,1989-02-27,1989
1311,17345,1989-04-05,1989
1312,19567,1989-04-07,1989
1313,17549,1989-04-19,1989
1314,16431,1989-04-22,1989
1315,14075,1989-04-24,1989
1316,15288,1989-04-24,1989
1317,18754,1989-05-03,1989
1318,14133,1989-05-29,1989
1319,14658,1989-07-01,1989
1320,17379,1989-07-13,1989
1321,16534,1989-07-16,1989
1322,19365,1989-08-01,1989
1323,15203,1989-08-16,1989
1324,19688,1989-08-17,1989
1325,13820,1989-09-11,1989
1326,18477,1989-09-21,1989
1327,16741,1989-10-25,1989
1328,20558,1989-12-07,1989
1329,20390,1989-12-14,1989
1330,13821,1989-12-16,1989
1331,10762,1990-01-04,1990
1332,11373,1990-01-07,1990
1333,14659,1990-01-07,1990
1334,19585,1990-01-10,1990
1335,16149,1990-01-16,1990
1336,14373,1990-01-18,1990
1337,20034,1990-01-26,1990
1338,16297,1990-01-28,1990
1339,19366,1990-01-29,1990
1340,15957,1990-02-10,1990
1341,12067,1990-02-25,1990
1342,20150,1990-03-05,1990
1343,12467,1990-03-26,1990
1344,16941,1990-04-16,1990
1345,11493,1990-04-16,1990
1346,16670,1990-04-25,1990
1347,11750,1990-05-28,1990
1348,14712,1990-05-30,1990
1349,19667,1990-06-01,1990
1350,14660,1990-06-17,1990
1351,10357,1990-07-02,1990
1352,12216,1990-07-02,1990
1353,17808,1990-07-20,1990
1354,20035,1990-09-06,1990
1355,15289,1990-09-16,1990
1356,18244,1990-10-04,1990
1357,20559,1990-11-05,1990
1358,17181,1990-11-17,1990
1359,11866,1990-11-24,1990
1360,15521,1990-12-31,1990
1361,19103,1991-01-13,1991
1362,18876,1991-01-16,1991
1363,12753,1991-01-17,1991
1364,11945,1991-02-09,1991
1365,16742,1991-02-14,1991
1366,10473,1991-03-01,1991
1367,11184,1991-03-06,1991
1368,10344,1991-03-16,1991
1369,16255,1991-03-16,1991
1370,15383,1991-04-01,1991
1371,16867,1991-04-02,1991
1372,19469,1991-04-08,1991
1373,11674,1991-04-19,1991
1374,15173,1991-05-04,1991
1375,11104,1991-05-07,1991
1376,16326,1991-05-08,1991
1377,16298,1991-05-11,1991
1378,20963,1991-05-13,1991
1379,16459,1991-05-17,1991
1380,16432,1991-05-22,1991
1381,14766,1991-06-24,1991
1382,16535,1991-07-02,1991
1383,15376,1991-07-02,1991
1384,14661,1991-07-05,1991
1385,14204,1991-07-11,1991
1386,14374,1991-07-19,1991
1387,12299,1991-08-08,1991
1388,12170,1991-08-30,1991
1389,16150,1991-09-10,1991
1390,20036,1991-09-15,1991
1391,14076,1991-09-20,1991
1392,11730,1991-09-25,1991
1393,11867,1991-10-21,1991
1394,16327,1991-11-03,1991
1395,20046,1991-11-29,1991
1396,10345,1991-12-01,1991
1397,17162,1991-12-01,1991
1398,13825,1991-12-14,1991
1399,16743,1992-01-08,1992
1400,15922,1992-01-20,1992
1401,19470,1992-01-25,1992
1402,14662,1992-02-08,1992
1403,11185,1992-02-16,1992
1404,20037,1992-03-08,1992
1405,19367,1992-03-12,1992
1406,16569,1992-04-07,1992
1407,10965,1992-04-09,1992
1408,18519,1992-04-13,1992
1409,17346,1992-04-23,1992
1410,14407,1992-05-29,1992
1411,16744,1992-06-10,1992
1412,20399,1992-06-27,1992
1413,19863,1992-07-06,1992
1414,16868,1992-07-09,1992
1415,12008,1992-07-22,1992
1416,12068,1992-08-23,1992
1417,14375,1992-08-27,1992
1418,12171,1992-09-11,1992
1419,19471,1992-09-12,1992
1420,11186,1992-10-16,1992
1421,15617,1992-11-07,1992
1422,18458,1992-11-10,1992
1423,14395,1992-12-16,1992
1424,20038,1992-12-18,1992
1425,19781,1992-12-27,1992
1426,14408,1993-01-02,1993
1427,15060,1993-01-12,1993
1428,11374,1993-01-14,1993
1429,18520,1993-01-15,1993
1430,15789,1993-01-23,1993
1431,10377,1993-01-29,1993
1432,11868,1993-01-30,1993
1433,16807,1993-02-02,1993
1434,13826,1993-02-03,1993
1435,16869,1993-02-16,1993
1436,11494,1993-03-09,1993
1437,16151,1993-04-01,1993
1438,16672,1993-05-06,1993
1439,19782,1993-05-28,1993
1440,11032,1993-06-16,1993
1441,16328,1993-06-16,1993
1442,20712,1993-06-26,1993
1443,16173,1993-07-03,1993
1444,20170,1993-07-30,1993
1445,13827,1993-08-03,1993
1446,19991,1993-08-16,1993
1447,16745,1993-08-25,1993
1448,20091,1993-09-04,1993
1449,16349,1993-09-15,1993
1450,19368,1993-10-21,1993
1451,14965,1993-11-03,1993
1452,11696,1993-12-05,1993
1453,11869,1993-12-17,1993
1454,19721,1994-01-05,1994
1455,16673,1994-01-16,1994
1456,16174,1994-02-03,1994
1457,11187,1994-03-16,1994
1458,15618,1994-03-19,1994
1459,15061,1994-04-19,1994
1460,17347,1994-05-02,1994
1461,12069,1994-05-17,1994
1462,19813,1994-05-25,1994
1463,16224,1994-06-03,1994
1464,13831,1994-06-17,1994
1465,14105,1994-06-23,1994
1466,14077,1994-07-04,1994
1467,19369,1994-07-07,1994
1468,16152,1994-07-14,1994
1469,11870,1994-07-20,1994
1470,10474,1994-07-21,1994
1471,10933,1994-07-31,1994
1472,16204,1994-08-07,1994
1473,18419,1994-08-22,1994
1474,19472,1994-09-08,1994
1475,14024,1994-09-18,1994
1476,15096,1994-09-19,1994
1477,12172,1994-09-26,1994
1478,15573,1994-10-16,1994
1479,19814,1994-10-20,1994
1480,11871,1994-11-13,1994
1481,16769,1994-11-27,1994
1482,11232,1994-12-08,1994
1483,15290,1994-12-16,1994
1484,12009,1994-12-16,1994
1485,15384,1994-12-20,1994
1486,10550,1994-12-21,1994
1487,14802,1995-01-09,1995
1488,14664,1995-01-11,1995
1489,10864,1995-01-12,1995
1490,11675,1995-01-25,1995
1491,19992,1995-01-30,1995
1492,17524,1995-02-11,1995
1493,15236,1995-03-02,1995
1494,16060,1995-03-03,1995
1495,16153,1995-03-16,1995
1496,13137,1995-04-02,1995
1497,12173,1995-04-15,1995
1498,13214,1995-04-16,1995
1499,20171,1995-04-17,1995
1500,10966,1995-05-29,1995
1501,14767,1995-06-06,1995
1502,19722,1995-06-19,1995
1503,14491,1995-06-28,1995
1504,15204,1995-07-02,1995
1505,12346,1995-07-18,1995
1506,11828,1995-09-01,1995
1507,16061,1995-09-09,1995
1508,12010,1995-09-16,1995
1509,19370,1995-09-16,1995
1510,17365,1995-10-11,1995
1511,18534,1995-10-11,1995
1512,12070,1995-10-13,1995
1513,11105,1995-11-06,1995
1514,16536,1995-11-09,1995
1515,20172,1995-11-15,1995
1516,14713,1995-11-27,1995
1517,15097,1995-11-28,1995
1518,14393,1995-12-01,1995
1519,20094,1995-12-23,1995
1520,19186,1996-01-02,1996
1521,19125,1996-01-02,1996
1522,12174,1996-01-16,1996
1523,17182,1996-02-10,1996
1524,15356,1996-02-18,1996
1525,20732,1996-02-25,1996
1526,20722,1996-02-28,1996
1527,18580,1996-03-05,1996
1528,10551,1996-03-05,1996
1529,11188,1996-04-08,1996
1530,15295,1996-06-16,1996
1531,14666,1996-06-16,1996
1532,18521,1996-07-02,1996
1533,10348,1996-07-02,1996
1534,16674,1996-07-02,1996
1535,15619,1996-07-16,1996
1536,19371,1996-07-23,1996
1537,16746,1996-08-10,1996
1538,15522,1996-08-16,1996
1539,17913,1996-09-01,1996
1540,20151,1996-09-11,1996
1541,12178,1996-09-14,1996
1542,19789,1996-09-17,1996
1543,14714,1996-09-20,1996
1544,12840,1996-09-30,1996
1545,16537,1996-10-01,1996
1546,11872,1996-10-18,1996
1547,19473,1996-11-14,1996
1548,18702,1996-11-21,1996
1549,14078,1996-12-01,1996
1550,18891,1996-12-03,1996
1551,11033,1996-12-05,1996
1552,14396,1996-12-16,1996
1553,16942,1996-12-26,1996
1554,15790,1996-12-31,1996
1555,15174,1997-01-16,1997
1556,19851,1997-02-11,1997
1557,19790,1997-03-03,1997
1558,19586,1997-03-08,1997
1559,15622,1997-03-16,1997
1560,12071,1997-03-16,1997
1561,11495,1997-03-16,1997
1562,16155,1997-04-16,1997
1563,14715,1997-04-18,1997
1564,19815,1997-05-05,1997
1565,19372,1997-05-08,1997
1566,18089,1997-05-11,1997
1567,10886,1997-05-19,1997
1568,20095,1997-06-02,1997
1569,11034,1997-06-03,1997
1570,16252,1997-07-02,1997
1571,16997,1997-07-02,1997
1572,12374,1997-07-15,1997
1573,18090,1997-08-16,1997
1574,19474,1997-09-07,1997
1575,14667,1997-10-09,1997
1576,17550,1997-10-29,1997
1577,10475,1997-11-22,1997
1578,19373,1997-12-05,1997
1579,14716,1997-12-15,1997
1580,10865,1997-12-31,1997
1581,20713,1998-01-25,1998
1582,11106,1998-02-15,1998
1583,12179,1998-02-24,1998
1584,14376,1998-03-09,1998
1585,14492,1998-03-28,1998
1586,17551,1998-03-30,1998
1587,12072,1998-04-03,1998
1588,15393,1998-04-19,1998
1589,16998,1998-04-25,1998
1590,19764,1998-05-08,1998
1591,19587,1998-05-30,1998
1592,19374,1998-06-20,1998
1593,16205,1998-07-04,1998
1594,15525,1998-07-04,1998
1595,16538,1998-07-05,1998
1596,15316,1998-07-16,1998
1597,19475,1998-07-23,1998
1598,11496,1998-08-07,1998
1599,20199,1998-08-13,1998
1600,14493,1998-08-22,1998
1601,11035,1998-09-14,1998
1602,11729,1998-09-15,1998
1603,14079,1998-10-17,1998
1604,18581,1998-10-25,1998
1605,15526,1998-11-03,1998
1606,20096,1998-11-04,1998
1607,18703,1998-11-09,1998
1608,12073,1998-11-10,1998
1609,11946,1998-11-18,1998
1610,19963,1998-11-25,1998
1611,12841,1998-12-18,1998
